#species id	cell-line names	
species:ncbi:9606	IGL024/00 cells|IGL024/00 cell|IGL024/00 celllines|IGL024/00 cell-line|IGL024/00 cell-lines|IGL024/00 cellline
species:ncbi:9606	HK 0-42 cell-lines|HK 0-42 cells|HK 0-42 cell|HK 0-42 cellline|HK 0-42 cell-line|HK 0-42 celllines
species:ncbi:9606	IGF181/83 cellline|IGF181/83 cell|IGF181/83 cell-lines|IGF181/83 celllines|IGF181/83 cell-line|IGF181/83 cells
species:ncbi:9606	IGF048/98 cell-line|IGF048/98 celllines|IGF048/98 cell-lines|IGF048/98 cell|IGF048/98 cellline|IGF048/98 cells
species:ncbi:9606	IGL023/99 cellline|IGL023/99 cell-lines|IGL023/99 cell-line|IGL023/99 cell|IGL023/99 cells|IGL023/99 celllines
species:ncbi:9606	FH 101 cell-lines|FH 101 cell-line|FH 101 celllines|FH 101 cells|FH 101 cell|FH 101 cellline
species:ncbi:9606	HK 0-43 cellline|HK 0-43 cell|HK 0-43 cell-line|HK 0-43 celllines|HK 0-43 cells|HK 0-43 cell-lines
species:ncbi:9606	REH cell-line|REH cell|REH cell-lines|REH cellline|REH celllines|REH cells
species:ncbi:9606	PVBC-OI428 cell-line|PVBC-OI428 celllines|PVBC-OI428 cellline|PVBC-OI428 cell-lines|PVBC-OI428 cell|PVBC-OI428 cells
species:ncbi:9606	IGF180/83 celllines|IGF180/83 cell|IGF180/83 cells|IGF180/83 cellline|IGF180/83 cell-lines|IGF180/83 cell-line
species:ncbi:9606	IGF048/95 cellline|IGF048/95 cell-line|IGF048/95 celllines|IGF048/95 cell|IGF048/95 cell-lines|IGF048/95 cells
species:ncbi:9606	FH 103 cell-lines|FH 103 cell|FH 103 cellline|FH 103 cells|FH 103 cell-line|FH 103 celllines
species:ncbi:10090	RED-6 cellline|RED-6 cell-line|RED-6 cell-lines|RED-6 cells|RED-6 cell|RED-6 celllines
species:ncbi:9606	IGF048/96 cellline|IGF048/96 cell|IGF048/96 cell-lines|IGF048/96 celllines|IGF048/96 cells|IGF048/96 cell-line
species:ncbi:9606	HK 0-32 cell-line|HK 0-32 celllines|HK 0-32 cell|HK 0-32 cells|HK 0-32 cellline|HK 0-32 cell-lines
species:ncbi:9606	FH 105 cell-line|FH 105 cell|FH 105 cells|FH 105 cellline|FH 105 cell-lines|FH 105 celllines
species:ncbi:9606	IGF182/83 celllines|IGF182/83 cells|IGF182/83 cell-line|IGF182/83 cell-lines|IGF182/83 cellline|IGF182/83 cell
species:ncbi:9606	IGF183/83 cell-lines|IGF183/83 celllines|IGF183/83 cellline|IGF183/83 cell-line|IGF183/83 cells|IGF183/83 cell
species:ncbi:9606	PVBC-OI440 cell-line|PVBC-OI440 cell-lines|PVBC-OI440 cellline|PVBC-OI440 cells|PVBC-OI440 cell|PVBC-OI440 celllines
species:ncbi:9606	G-M95f cells|G-M95f cell|G-M95f celllines|G-M95f cellline|G-M95f cell-lines|G-M95f cell-line
species:ncbi:9606	IMG-1111 celllines|IMG-1111 cell|IMG-1111 cell-line|IMG-1111 cell-lines|IMG-1111 cellline|IMG-1111 cells
species:ncbi:9606	FH 1 cell|FH 1 cell-lines|FH 1 celllines|FH 1 cell-line|FH 1 cellline|FH 1 cells
species:ncbi:9606	IGF043/92 celllines|IGF043/92 cell-lines|IGF043/92 cell-line|IGF043/92 cell|IGF043/92 cellline|IGF043/92 cells
species:ncbi:9606	PVBC-OI437 cellline|PVBC-OI437 cells|PVBC-OI437 celllines|PVBC-OI437 cell-lines|PVBC-OI437 cell-line|PVBC-OI437 cell
species:ncbi:9606	FH 100 cellline|FH 100 cell-lines|FH 100 cell|FH 100 cell-line|FH 100 cells|FH 100 celllines
species:ncbi:9606	IMG-1106 cell-line|IMG-1106 cell|IMG-1106 cellline|IMG-1106 celllines|IMG-1106 cells|IMG-1106 cell-lines
species:ncbi:9606	FH 10 cells|FH 10 cellline|FH 10 celllines|FH 10 cell-line|FH 10 cell-lines|FH 10 cell
species:ncbi:9606	IGF187/83 cells|IGF187/83 cellline|IGF187/83 celllines|IGF187/83 cell-line|IGF187/83 cell-lines|IGF187/83 cell
species:ncbi:9606	IGF048/91 cell|IGF048/91 cells|IGF048/91 cell-lines|IGF048/91 cell-line|IGF048/91 celllines|IGF048/91 cellline
species:ncbi:9606	PVBC-OI444 cell-lines|PVBC-OI444 cells|PVBC-OI444 cell|PVBC-OI444 cellline|PVBC-OI444 cell-line|PVBC-OI444 celllines
species:ncbi:9606	LI celllines|LI cell-line|LI cellline|LI cell|LI cell-lines|LI cells
species:ncbi:9606	IGF043/90 cellline|IGF043/90 cell-lines|IGF043/90 cell|IGF043/90 cell-line|IGF043/90 celllines|IGF043/90 cells
species:ncbi:9606	IGF186/83 cell-line|IGF186/83 cellline|IGF186/83 cells|IGF186/83 celllines|IGF186/83 cell-lines|IGF186/83 cell
species:ncbi:9606	IGF045/98 cellline|IGF045/98 cell|IGF045/98 cell-lines|IGF045/98 celllines|IGF045/98 cells|IGF045/98 cell-line
species:ncbi:9606	PVBC-OI443 cell|PVBC-OI443 cell-line|PVBC-OI443 celllines|PVBC-OI443 cells|PVBC-OI443 cellline|PVBC-OI443 cell-lines
species:ncbi:9606	IMG-1112 cell-line|IMG-1112 cell-lines|IMG-1112 celllines|IMG-1112 cellline|IMG-1112 cells|IMG-1112 cell
species:ncbi:9606	IGF043/91 cell-line|IGF043/91 cellline|IGF043/91 celllines|IGF043/91 cell|IGF043/91 cells|IGF043/91 cell-lines
species:ncbi:10090	L-HSO2 cells|L-HSO2 cell-line|L-HSO2 cell-lines|L-HSO2 cell|L-HSO2 cellline|L-HSO2 celllines
species:ncbi:9606	IGF051/86 cellline|IGF051/86 cells|IGF051/86 cell-lines|IGF051/86 cell|IGF051/86 cell-line|IGF051/86 celllines
species:ncbi:9606	IGF045/99 cell-lines|IGF045/99 celllines|IGF045/99 cellline|IGF045/99 cells|IGF045/99 cell|IGF045/99 cell-line
species:ncbi:9606	GMS-10 cell-line|GMS-10 cells|GMS-10 cell|GMS-10 celllines|GMS-10 cellline|GMS-10 cell-lines
species:ncbi:9606	FH 168 cell-lines|FH 168 celllines|FH 168 cells|FH 168 cell-line|FH 168 cell|FH 168 cellline
species:ncbi:9606	PVBC-MF376 celllines|PVBC-MF376 cell|PVBC-MF376 cell-lines|PVBC-MF376 cell-line|PVBC-MF376 cellline|PVBC-MF376 cells
species:ncbi:9606	IGF043/88 celllines|IGF043/88 cells|IGF043/88 cell|IGF043/88 cell-lines|IGF043/88 cell-line|IGF043/88 cellline
species:ncbi:9606	IGF051/87 celllines|IGF051/87 cells|IGF051/87 cell|IGF051/87 cell-line|IGF051/87 cell-lines|IGF051/87 cellline
species:ncbi:9606	IMG-706 celllines|IMG-706 cells|IMG-706 cellline|IMG-706 cell-lines|IMG-706 cell|IMG-706 cell-line
species:ncbi:9606	IGF046/00 celllines|IGF046/00 cellline|IGF046/00 cell-lines|IGF046/00 cells|IGF046/00 cell-line|IGF046/00 cell
species:ncbi:9606	IGF043/89 cell-line|IGF043/89 celllines|IGF043/89 cellline|IGF043/89 cell-lines|IGF043/89 cells|IGF043/89 cell
species:ncbi:9606	PVBC-MF375 cell-lines|PVBC-MF375 cell|PVBC-MF375 celllines|PVBC-MF375 cellline|PVBC-MF375 cells|PVBC-MF375 cell-line
species:ncbi:9606	IMG-695 cell-line|IMG-695 cells|IMG-695 cell|IMG-695 celllines|IMG-695 cellline|IMG-695 cell-lines
species:ncbi:9606	IGF046/76 celllines|IGF046/76 cell-line|IGF046/76 cell|IGF046/76 cellline|IGF046/76 cells|IGF046/76 cell-lines
species:ncbi:9606	FH 165 cells|FH 165 cell|FH 165 cell-lines|FH 165 cell-line|FH 165 celllines|FH 165 cellline
species:ncbi:9606	PVBC-OI433 cellline|PVBC-OI433 cell|PVBC-OI433 cell-line|PVBC-OI433 cells|PVBC-OI433 celllines|PVBC-OI433 cell-lines
species:ncbi:9606	PVBC-MF354 cells|PVBC-MF354 cellline|PVBC-MF354 cell-lines|PVBC-MF354 cell-line|PVBC-MF354 celllines|PVBC-MF354 cell
species:ncbi:9606	IMG-1080 XP7MO cell-lines|IMG-1080 XP7MO cell|IMG-1080 XP7MO cell-line|IMG-1080 XP7MO cells|IMG-1080 XP7MO celllines|IMG-1080 XP7MO cellline
species:ncbi:9606	IMG-709 cells|IMG-709 cell|IMG-709 cell-line|IMG-709 cellline|IMG-709 celllines|IMG-709 cell-lines
species:ncbi:9606	IGF046/78 celllines|IGF046/78 cells|IGF046/78 cell|IGF046/78 cellline|IGF046/78 cell-lines|IGF046/78 cell-line
species:ncbi:9606	FH 167 celllines|FH 167 cell-line|FH 167 cell-lines|FH 167 cellline|FH 167 cells|FH 167 cell
species:ncbi:9606	PVBC-MF270 cellline|PVBC-MF270 cell|PVBC-MF270 celllines|PVBC-MF270 cells|PVBC-MF270 cell-lines|PVBC-MF270 cell-line
species:ncbi:9606	IMG-707 cells|IMG-707 cell-lines|IMG-707 cell-line|IMG-707 cellline|IMG-707 cell|IMG-707 celllines
species:ncbi:10090	Line 14 cells|Line 14 cell|Line 14 cell-lines|Line 14 cellline|Line 14 cell-line|Line 14 celllines
species:ncbi:9606	IMG-1070 cell-lines|IMG-1070 cell-line|IMG-1070 cellline|IMG-1070 cells|IMG-1070 cell|IMG-1070 celllines
species:ncbi:9606	ARH 77 cell-line|ARH 77 cells|ARH 77 cell-lines|ARH 77 celllines|ARH 77 cell|ARH 77 cellline
species:ncbi:9606	P-S90 cell-lines|P-S90 cellline|P-S90 cells|P-S90 celllines|P-S90 cell-line|P-S90 cell
species:ncbi:9913	GM7373 cell-lines|GM7373 cell-line|GM7373 cells|GM7373 celllines|GM7373 cell|GM7373 cellline
species:ncbi:9823	A4xL cell|A4xL cellline|A4xL cells|A4xL celllines|A4xL cell-line|A4xL cell-lines
species:ncbi:9796	A4xL cell|A4xL cellline|A4xL cells|A4xL celllines|A4xL cell-line|A4xL cell-lines
species:ncbi:9606	PS92 celllines|PS92 cells|PS92 cell-lines|PS92 cell-line|PS92 cellline|PS92 cell
species:ncbi:9606	IMG-675 celllines|IMG-675 cellline|IMG-675 cell-lines|IMG-675 cell-line|IMG-675 cell|IMG-675 cells
species:ncbi:9606	IGF052/84 cellline|IGF052/84 cells|IGF052/84 cell-lines|IGF052/84 cell|IGF052/84 cell-line|IGF052/84 celllines
species:ncbi:9606	PVBC-MF269 cell-lines|PVBC-MF269 cells|PVBC-MF269 cell|PVBC-MF269 cellline|PVBC-MF269 cell-line|PVBC-MF269 celllines
species:ncbi:9606	IMG-676 cells|IMG-676 celllines|IMG-676 cellline|IMG-676 cell-lines|IMG-676 cell|IMG-676 cell-line
species:ncbi:9606	IGF052/83 cell|IGF052/83 celllines|IGF052/83 cell-line|IGF052/83 cell-lines|IGF052/83 cells|IGF052/83 cellline
species:ncbi:9606	IMG-678 celllines|IMG-678 cellline|IMG-678 cell-lines|IMG-678 cells|IMG-678 cell-line|IMG-678 cell
species:ncbi:9606	200D cell-lines|200D cellline|200D cell-line|200D celllines|200D cell|200D cells
species:ncbi:10116	ARLJ 301-3 cellline|ARLJ 301-3 cell|ARLJ 301-3 cell-lines|ARLJ 301-3 cell-line|ARLJ 301-3 celllines|ARLJ 301-3 cells
species:ncbi:9606	FGF96 cell-lines|FGF96 cell-line|FGF96 cellline|FGF96 cells|FGF96 cell|FGF96 celllines
species:ncbi:9606	IGF048/86 cell-line|IGF048/86 cellline|IGF048/86 cell-lines|IGF048/86 celllines|IGF048/86 cells|IGF048/86 cell
species:ncbi:9606	IMG-1241 cells|IMG-1241 celllines|IMG-1241 cell-lines|IMG-1241 cell-line|IMG-1241 cell|IMG-1241 cellline
species:ncbi:9606	IGF176/83 cells|IGF176/83 cell-line|IGF176/83 celllines|IGF176/83 cell-lines|IGF176/83 cellline|IGF176/83 cell
species:ncbi:9606	IGF052/82 cells|IGF052/82 cell-lines|IGF052/82 cellline|IGF052/82 cell-line|IGF052/82 cell|IGF052/82 celllines
species:ncbi:9606	FGC95 cells|FGC95 cellline|FGC95 celllines|FGC95 cell|FGC95 cell-line|FGC95 cell-lines
species:ncbi:10116	ARL-6 cell|ARL-6 cell-lines|ARL-6 cells|ARL-6 cell-line|ARL-6 cellline|ARL-6 celllines
species:ncbi:9606	IMG-1247 XP9MO cellline|IMG-1247 XP9MO cell|IMG-1247 XP9MO cell-line|IMG-1247 XP9MO cell-lines|IMG-1247 XP9MO cells|IMG-1247 XP9MO celllines
species:ncbi:9606	IGF048/85 celllines|IGF048/85 cellline|IGF048/85 cell-lines|IGF048/85 cell-line|IGF048/85 cells|IGF048/85 cell
species:ncbi:9606	IMG-831 cell|IMG-831 cellline|IMG-831 celllines|IMG-831 cell-lines|IMG-831 cell-line|IMG-831 cells
species:ncbi:10090	B6/FA cell-lines|B6/FA cells|B6/FA cell-line|B6/FA cell|B6/FA cellline|B6/FA celllines
species:ncbi:9606	IGF177/83 cell-lines|IGF177/83 cellline|IGF177/83 cell|IGF177/83 celllines|IGF177/83 cell-line|IGF177/83 cells
species:ncbi:9606	IGF052/81 celllines|IGF052/81 cell|IGF052/81 cell-line|IGF052/81 cellline|IGF052/81 cells|IGF052/81 cell-lines
species:ncbi:9606	IGF048/90 cells|IGF048/90 cell|IGF048/90 celllines|IGF048/90 cell-line|IGF048/90 cellline|IGF048/90 cell-lines
species:ncbi:9606	IMG-847 cellline|IMG-847 celllines|IMG-847 cells|IMG-847 cell-lines|IMG-847 cell|IMG-847 cell-line
species:ncbi:9606	IGF174/83 cellline|IGF174/83 cell-line|IGF174/83 celllines|IGF174/83 cell|IGF174/83 cell-lines|IGF174/83 cells
species:ncbi:9606	FH 26 cell-line|FH 26 cell|FH 26 cell-lines|FH 26 celllines|FH 26 cells|FH 26 cellline
species:ncbi:9606	IGF052/80 cell|IGF052/80 cell-line|IGF052/80 cells|IGF052/80 cell-lines|IGF052/80 cellline|IGF052/80 celllines
species:ncbi:9606	IGF048/89 cell-lines|IGF048/89 cell-line|IGF048/89 cell|IGF048/89 celllines|IGF048/89 cells|IGF048/89 cellline
species:ncbi:9606	IGF175/83 cellline|IGF175/83 cell-lines|IGF175/83 cell-line|IGF175/83 cells|IGF175/83 cell|IGF175/83 celllines
species:ncbi:9606	IMG-856 celllines|IMG-856 cellline|IMG-856 cell-line|IMG-856 cell|IMG-856 cell-lines|IMG-856 cells
species:ncbi:9606	FH 25 cells|FH 25 cell|FH 25 cell-line|FH 25 celllines|FH 25 cell-lines|FH 25 cellline
species:ncbi:9606	IGF046/94 cell-line|IGF046/94 celllines|IGF046/94 cells|IGF046/94 cell|IGF046/94 cellline|IGF046/94 cell-lines
species:ncbi:9606	IGF178/83 cell-line|IGF178/83 celllines|IGF178/83 cell|IGF178/83 cell-lines|IGF178/83 cells|IGF178/83 cellline
species:ncbi:9606	IMG-1250 cell-line|IMG-1250 cellline|IMG-1250 cell|IMG-1250 cell-lines|IMG-1250 cells|IMG-1250 celllines
species:ncbi:9606	IMG-824 cellline|IMG-824 cell-line|IMG-824 cell|IMG-824 celllines|IMG-824 cell-lines|IMG-824 cells
species:ncbi:9606	IGF048/84 cell-line|IGF048/84 cellline|IGF048/84 cells|IGF048/84 cell-lines|IGF048/84 cell|IGF048/84 celllines
species:ncbi:9606	IGF043/84 cell-line|IGF043/84 cell|IGF043/84 cellline|IGF043/84 cells|IGF043/84 celllines|IGF043/84 cell-lines
species:ncbi:10116	B50 cell|B50 cell-line|B50 cells|B50 celllines|B50 cellline|B50 cell-lines
species:ncbi:9606	IGF133/80 cells|IGF133/80 cellline|IGF133/80 cell|IGF133/80 cell-line|IGF133/80 cell-lines|IGF133/80 celllines
species:ncbi:10116	FGC4 cellline|FGC4 cells|FGC4 cell-lines|FGC4 celllines|FGC4 cell-line|FGC4 cell
species:ncbi:9606	IGF133/82 cell|IGF133/82 cells|IGF133/82 cell-lines|IGF133/82 celllines|IGF133/82 cellline|IGF133/82 cell-line
species:ncbi:9606	IGF046/93 cell|IGF046/93 cell-line|IGF046/93 cells|IGF046/93 celllines|IGF046/93 cellline|IGF046/93 cell-lines
species:ncbi:9606	IMG-826 cell-line|IMG-826 cellline|IMG-826 cell-lines|IMG-826 cell|IMG-826 celllines|IMG-826 cells
species:ncbi:9606	IMG-1266 cellline|IMG-1266 cell-line|IMG-1266 cell|IMG-1266 cells|IMG-1266 celllines|IMG-1266 cell-lines
species:ncbi:9606	IGF179/83 cell|IGF179/83 celllines|IGF179/83 cellline|IGF179/83 cell-line|IGF179/83 cells|IGF179/83 cell-lines
species:ncbi:9606	IGF043/82 cell-lines|IGF043/82 cell|IGF043/82 cell-line|IGF043/82 cells|IGF043/82 celllines|IGF043/82 cellline
species:ncbi:9606	IGF048/83 cell-lines|IGF048/83 cellline|IGF048/83 celllines|IGF048/83 cell|IGF048/83 cell-line|IGF048/83 cells
species:ncbi:9606	IGF046/92 cell-line|IGF046/92 cell|IGF046/92 celllines|IGF046/92 cells|IGF046/92 cellline|IGF046/92 cell-lines
species:ncbi:9606	PVBC-OI500 cell-lines|PVBC-OI500 cellline|PVBC-OI500 celllines|PVBC-OI500 cell-line|PVBC-OI500 cells|PVBC-OI500 cell
species:ncbi:9606	FG86 celllines|FG86 cell|FG86 cells|FG86 cell-line|FG86 cell-lines|FG86 cellline
species:ncbi:9606	IGF133/83 cellline|IGF133/83 cells|IGF133/83 cell-lines|IGF133/83 celllines|IGF133/83 cell|IGF133/83 cell-line
species:ncbi:9606	IGF043/86 celllines|IGF043/86 cells|IGF043/86 cell-line|IGF043/86 cellline|IGF043/86 cell-lines|IGF043/86 cell
species:ncbi:10090	GM86 Clone 745A cellline|GM86 Clone 745A cell-lines|GM86 Clone 745A cell|GM86 Clone 745A cell-line|GM86 Clone 745A cells|GM86 Clone 745A celllines
species:ncbi:9606	IMG-827 cell-line|IMG-827 cells|IMG-827 cell|IMG-827 cell-lines|IMG-827 cellline|IMG-827 celllines
species:ncbi:9606	FG186 cell-line|FG186 cells|FG186 cell-lines|FG186 celllines|FG186 cell|FG186 cellline
species:ncbi:9606	IGF046/91 celllines|IGF046/91 cells|IGF046/91 cell|IGF046/91 cell-line|IGF046/91 cellline|IGF046/91 cell-lines
species:ncbi:9606	IGF043/85 cellline|IGF043/85 cells|IGF043/85 cell|IGF043/85 cell-line|IGF043/85 celllines|IGF043/85 cell-lines
species:ncbi:10116	FG/90 cell-lines|FG/90 cellline|FG/90 cell-line|FG/90 cell|FG/90 cells|FG/90 celllines
species:ncbi:9606	PVBC-OI489 cell-line|PVBC-OI489 cellline|PVBC-OI489 celllines|PVBC-OI489 cell|PVBC-OI489 cell-lines|PVBC-OI489 cells
species:ncbi:9606	G-M89 cell-lines|G-M89 celllines|G-M89 cellline|G-M89 cell|G-M89 cell-line|G-M89 cells
species:ncbi:9606	IMG-683 celllines|IMG-683 cell|IMG-683 cell-line|IMG-683 cell-lines|IMG-683 cellline|IMG-683 cells
species:ncbi:9606	PVBC-OI499 cell|PVBC-OI499 cell-lines|PVBC-OI499 cell-line|PVBC-OI499 cellline|PVBC-OI499 cells|PVBC-OI499 celllines
species:ncbi:9606	GM87 cell|GM87 cell-lines|GM87 celllines|GM87 cells|GM87 cellline|GM87 cell-line
species:ncbi:9606	IMG-688 cell-lines|IMG-688 celllines|IMG-688 cells|IMG-688 cell-line|IMG-688 cellline|IMG-688 cell
species:ncbi:9606	PVBC-OI471 cell-line|PVBC-OI471 cells|PVBC-OI471 celllines|PVBC-OI471 cellline|PVBC-OI471 cell-lines|PVBC-OI471 cell
species:ncbi:9606	PS192 celllines|PS192 cell|PS192 cell-line|PS192 cellline|PS192 cells|PS192 cell-lines
species:ncbi:9606	G-M95a cells|G-M95a cellline|G-M95a cell-line|G-M95a cell-lines|G-M95a cell|G-M95a celllines
species:ncbi:9606	GM95 cellline|GM95 cells|GM95 cell-line|GM95 cell|GM95 celllines|GM95 cell-lines
species:ncbi:9606	PVBC-OI488 cellline|PVBC-OI488 cells|PVBC-OI488 celllines|PVBC-OI488 cell-lines|PVBC-OI488 cell-line|PVBC-OI488 cell
species:ncbi:9606	PS87P cells|PS87P cell|PS87P cell-lines|PS87P cell-line|PS87P celllines|PS87P cellline
species:ncbi:9606	IGF132/83 cell|IGF132/83 cells|IGF132/83 cellline|IGF132/83 cell-lines|IGF132/83 cell-line|IGF132/83 celllines
species:ncbi:9606	IMG-679 cells|IMG-679 cell|IMG-679 cellline|IMG-679 celllines|IMG-679 cell-line|IMG-679 cell-lines
species:ncbi:9606	Hep 3B cellline|Hep 3B cell-line|Hep 3B celllines|Hep 3B cell|Hep 3B cells|Hep 3B cell-lines
species:ncbi:9606	IGF052/78 cell-lines|IGF052/78 cell-line|IGF052/78 celllines|IGF052/78 cells|IGF052/78 cellline|IGF052/78 cell
species:ncbi:9606	FH 21 celllines|FH 21 cells|FH 21 cell-line|FH 21 cellline|FH 21 cell-lines|FH 21 cell
species:ncbi:9606	IMG-667 XP2LE cell-lines|IMG-667 XP2LE cells|IMG-667 XP2LE cellline|IMG-667 XP2LE celllines|IMG-667 XP2LE cell-line|IMG-667 XP2LE cell
species:ncbi:9606	IMG-672 cellline|IMG-672 celllines|IMG-672 cell|IMG-672 cell-line|IMG-672 cell-lines|IMG-672 cells
species:ncbi:9606	FH 22 cell-line|FH 22 cellline|FH 22 cells|FH 22 celllines|FH 22 cell-lines|FH 22 cell
species:ncbi:9606	IMG-656 cell-lines|IMG-656 celllines|IMG-656 cell-line|IMG-656 cells|IMG-656 cellline|IMG-656 cell
species:ncbi:9606	IGF052/76 cell-line|IGF052/76 celllines|IGF052/76 cellline|IGF052/76 cell|IGF052/76 cells|IGF052/76 cell-lines
species:ncbi:9606	FH 23 cell-line|FH 23 cell|FH 23 cell-lines|FH 23 cellline|FH 23 cells|FH 23 celllines
species:ncbi:9606	H-EMC-SS cell-lines|H-EMC-SS cell|H-EMC-SS cellline|H-EMC-SS cells|H-EMC-SS cell-line|H-EMC-SS celllines
species:ncbi:9606	IMG-655 cell-line|IMG-655 celllines|IMG-655 cells|IMG-655 cell|IMG-655 cell-lines|IMG-655 cellline
species:ncbi:9606	IGF052/77 celllines|IGF052/77 cells|IGF052/77 cell|IGF052/77 cell-lines|IGF052/77 cell-line|IGF052/77 cellline
species:ncbi:9606	FH 24 cell|FH 24 cell-line|FH 24 cell-lines|FH 24 cellline|FH 24 cells|FH 24 celllines
species:ncbi:9606	IGF172/83 cell|IGF172/83 cellline|IGF172/83 celllines|IGF172/83 cells|IGF172/83 cell-line|IGF172/83 cell-lines
species:ncbi:9606	IGF171/83 cell-line|IGF171/83 cell-lines|IGF171/83 celllines|IGF171/83 cells|IGF171/83 cell|IGF171/83 cellline
species:ncbi:9606	IGF051/99 cells|IGF051/99 cellline|IGF051/99 cell-lines|IGF051/99 celllines|IGF051/99 cell|IGF051/99 cell-line
species:ncbi:10116	FG/45 cell-line|FG/45 cellline|FG/45 cell-lines|FG/45 cell|FG/45 cells|FG/45 celllines
species:ncbi:9606	IGF048/79 cells|IGF048/79 celllines|IGF048/79 cellline|IGF048/79 cell-lines|IGF048/79 cell-line|IGF048/79 cell
species:ncbi:9606	IGF170/83 cellline|IGF170/83 cell-lines|IGF170/83 cell|IGF170/83 celllines|IGF170/83 cell-line|IGF170/83 cells
species:ncbi:9606	IGF052/00 cells|IGF052/00 cellline|IGF052/00 cell|IGF052/00 cell-lines|IGF052/00 celllines|IGF052/00 cell-line
species:ncbi:9606	IGF048/80 cells|IGF048/80 cell-line|IGF048/80 cell-lines|IGF048/80 cellline|IGF048/80 cell|IGF048/80 celllines
species:ncbi:9606	IGF169/83 cellline|IGF169/83 cell-lines|IGF169/83 cell-line|IGF169/83 celllines|IGF169/83 cells|IGF169/83 cell
species:ncbi:9606	IMG-823 cell-lines|IMG-823 cellline|IMG-823 cells|IMG-823 cell|IMG-823 celllines|IMG-823 cell-line
species:ncbi:9606	IGF048/82 cells|IGF048/82 cell-lines|IGF048/82 celllines|IGF048/82 cell-line|IGF048/82 cell|IGF048/82 cellline
species:ncbi:9606	FH 20 cell|FH 20 celllines|FH 20 cell-line|FH 20 cell-lines|FH 20 cells|FH 20 cellline
species:ncbi:9606	IGF168/83 cells|IGF168/83 cell-line|IGF168/83 cellline|IGF168/83 cell-lines|IGF168/83 celllines|IGF168/83 cell
species:ncbi:9606	IGF046/85 cell-line|IGF046/85 cell-lines|IGF046/85 celllines|IGF046/85 cell|IGF046/85 cells|IGF046/85 cellline
species:ncbi:10116	FG/25 cells|FG/25 celllines|FG/25 cell-line|FG/25 cell-lines|FG/25 cell|FG/25 cellline
species:ncbi:9606	IMG-1234 cell-line|IMG-1234 cells|IMG-1234 celllines|IMG-1234 cell-lines|IMG-1234 cell|IMG-1234 cellline
species:ncbi:9606	IGF173/83 cell-lines|IGF173/83 cell|IGF173/83 cell-line|IGF173/83 cells|IGF173/83 celllines|IGF173/83 cellline
species:ncbi:9606	IGF047/98 cells|IGF047/98 cell-line|IGF047/98 celllines|IGF047/98 cellline|IGF047/98 cell|IGF047/98 cell-lines
species:ncbi:10116	FG/223 cell-lines|FG/223 cell|FG/223 cellline|FG/223 celllines|FG/223 cells|FG/223 cell-line
species:ncbi:9606	IGF046/87 cellline|IGF046/87 cell-line|IGF046/87 celllines|IGF046/87 cells|IGF046/87 cell|IGF046/87 cell-lines
species:ncbi:10116	FG/4 celllines|FG/4 cellline|FG/4 cells|FG/4 cell|FG/4 cell-line|FG/4 cell-lines
species:ncbi:9606	IGF047/99 celllines|IGF047/99 cell-lines|IGF047/99 cellline|IGF047/99 cells|IGF047/99 cell|IGF047/99 cell-line
species:ncbi:10090	B3/AN cell-line|B3/AN celllines|B3/AN cells|B3/AN cell|B3/AN cellline|B3/AN cell-lines
species:ncbi:9606	PVBC-OI467 cells|PVBC-OI467 cellline|PVBC-OI467 cell|PVBC-OI467 celllines|PVBC-OI467 cell-line|PVBC-OI467 cell-lines
species:ncbi:9606	R1391 cells|R1391 cell-lines|R1391 celllines|R1391 cell|R1391 cell-line|R1391 cellline
species:ncbi:9606	IGF048/77 cell|IGF048/77 cell-lines|IGF048/77 cell-line|IGF048/77 celllines|IGF048/77 cellline|IGF048/77 cells
species:ncbi:9606	IMG-1048 cell-lines|IMG-1048 cellline|IMG-1048 cell-line|IMG-1048 cell|IMG-1048 celllines|IMG-1048 cells
species:ncbi:9606	IGF046/84 cell-lines|IGF046/84 cellline|IGF046/84 cells|IGF046/84 celllines|IGF046/84 cell-line|IGF046/84 cell
species:ncbi:9606	PVBC-OI466 cell|PVBC-OI466 cellline|PVBC-OI466 celllines|PVBC-OI466 cells|PVBC-OI466 cell-lines|PVBC-OI466 cell-line
species:ncbi:9606	FFC87M cell|FFC87M cellline|FFC87M cell-lines|FFC87M cells|FFC87M cell-line|FFC87M celllines
species:ncbi:9606	FH 19 cellline|FH 19 cell-lines|FH 19 cell-line|FH 19 cell|FH 19 cells|FH 19 celllines
species:ncbi:9606	GM06127 cellline|GM06127 cells|GM06127 cell|GM06127 cell-line|GM06127 cell-lines|GM06127 celllines
species:ncbi:9606	PVBC-OI465 cellline|PVBC-OI465 cells|PVBC-OI465 celllines|PVBC-OI465 cell|PVBC-OI465 cell-lines|PVBC-OI465 cell-line
species:ncbi:9606	IMG-674 cell|IMG-674 cell-lines|IMG-674 cells|IMG-674 celllines|IMG-674 cellline|IMG-674 cell-line
species:ncbi:9606	R1487 cell|R1487 celllines|R1487 cell-lines|R1487 cells|R1487 cell-line|R1487 cellline
species:ncbi:9606	GM08866 cell-line|GM08866 celllines|GM08866 cellline|GM08866 cell-lines|GM08866 cell|GM08866 cells
