#species id	cell-line names	
species:ncbi:10090	P388.D1 (clone 3124) cell-line|P388.D1 (clone 3124) celllines|P388.D1 (clone 3124) cell|P388.D1 (clone 3124) cells|P388.D1 (clone 3124) cellline|P388.D1 (clone 3124) cell-lines
species:ncbi:9606	IGF084/83 cell-lines|IGF084/83 cellline|IGF084/83 cell|IGF084/83 cell-line|IGF084/83 celllines|IGF084/83 cells
species:ncbi:9606	B-D93 cell-line|B-D93 celllines|B-D93 cellline|B-D93 cell|B-D93 cell-lines|B-D93 cells
species:ncbi:9606	NCI-BL1770 cell|NCI-BL1770 cellline|NCI-BL1770 cell-line|NCI-BL1770 celllines|NCI-BL1770 cell-lines|NCI-BL1770 cells
species:ncbi:10090	hr/hr (WE) B cell|hr/hr (WE) B cellline|hr/hr (WE) B cell-lines|hr/hr (WE) B celllines|hr/hr (WE) B cells|hr/hr (WE) B cell-line
species:ncbi:9606	IGF007/95 cells|IGF007/95 cell|IGF007/95 cell-lines|IGF007/95 cellline|IGF007/95 celllines|IGF007/95 cell-line
species:ncbi:10090	PCA 31.1 cell|PCA 31.1 cell-line|PCA 31.1 celllines|PCA 31.1 cells|PCA 31.1 cellline|PCA 31.1 cell-lines
species:ncbi:10090	AC133.1 cell-line|AC133.1 cell|AC133.1 cellline|AC133.1 celllines|AC133.1 cell-lines|AC133.1 cells
species:ncbi:10090	129A3/1 cell|129A3/1 celllines|129A3/1 cell-lines|129A3/1 cellline|129A3/1 cells|129A3/1 cell-line
species:ncbi:9606	184A1 cell-line|184A1 cells|184A1 cell|184A1 cell-lines|184A1 cellline|184A1 celllines
species:ncbi:9606	NCI-H1792 cell-line|NCI-H1792 cell|NCI-H1792 cells|NCI-H1792 cell-lines|NCI-H1792 celllines|NCI-H1792 cellline
species:ncbi:9606	IGF084/82 cell-line|IGF084/82 celllines|IGF084/82 cell-lines|IGF084/82 cellline|IGF084/82 cells|IGF084/82 cell
species:ncbi:9606	IMG-1404 cell|IMG-1404 cell-line|IMG-1404 cellline|IMG-1404 celllines|IMG-1404 cell-lines|IMG-1404 cells
species:ncbi:9606	MCF-10-2A cell-lines|MCF-10-2A cells|MCF-10-2A cell|MCF-10-2A cell-line|MCF-10-2A celllines|MCF-10-2A cellline
species:ncbi:9606	IGF070/95 cell-lines|IGF070/95 cell-line|IGF070/95 cell|IGF070/95 cellline|IGF070/95 celllines|IGF070/95 cells
species:ncbi:9606	IGF019/78 cell-lines|IGF019/78 cell-line|IGF019/78 cells|IGF019/78 cellline|IGF019/78 cell|IGF019/78 celllines
species:ncbi:9606	PEER cellline|PEER cell|PEER cell-lines|PEER cells|PEER celllines|PEER cell-line
species:ncbi:9606	IGL002/98 celllines|IGL002/98 cells|IGL002/98 cell|IGL002/98 cell-line|IGL002/98 cell-lines|IGL002/98 cellline
species:ncbi:9606	142BR cell-lines|142BR celllines|142BR cell|142BR cellline|142BR cells|142BR cell-line
species:ncbi:10090	BC3 cell-line|BC3 cellline|BC3 cell|BC3 cells|BC3 cell-lines|BC3 celllines
species:ncbi:9606	IMG-1403 cell-line|IMG-1403 cell-lines|IMG-1403 cell|IMG-1403 cells|IMG-1403 celllines|IMG-1403 cellline
species:ncbi:10090	83-12-5 cell|83-12-5 cell-line|83-12-5 cells|83-12-5 cell-lines|83-12-5 celllines|83-12-5 cellline
species:ncbi:9606	MCF-12A celllines|MCF-12A cellline|MCF-12A cells|MCF-12A cell|MCF-12A cell-lines|MCF-12A cell-line
species:ncbi:9606	IGL002/96 cellline|IGL002/96 cell-line|IGL002/96 cells|IGL002/96 cell|IGL002/96 celllines|IGL002/96 cell-lines
species:ncbi:9606	IGF019/77 cell|IGF019/77 celllines|IGF019/77 cellline|IGF019/77 cell-line|IGF019/77 cells|IGF019/77 cell-lines
species:ncbi:9606	IGL002/94 celllines|IGL002/94 cell-line|IGL002/94 cellline|IGL002/94 cells|IGL002/94 cell-lines|IGL002/94 cell
species:ncbi:10090	anti-SRp20 cell|anti-SRp20 cells|anti-SRp20 celllines|anti-SRp20 cell-lines|anti-SRp20 cell-line|anti-SRp20 cellline
species:ncbi:9606	HT115 cell-lines|HT115 cell|HT115 cell-line|HT115 cells|HT115 cellline|HT115 celllines
species:ncbi:9606	BC-2 cell-line|BC-2 cell-lines|BC-2 cell|BC-2 celllines|BC-2 cellline|BC-2 cells
species:ncbi:10090	L235 cell|L235 cell-lines|L235 cell-line|L235 cells|L235 cellline|L235 celllines
species:ncbi:9606	M-R95 celllines|M-R95 cell-lines|M-R95 cell-line|M-R95 cell|M-R95 cellline|M-R95 cells
species:ncbi:9606	IGF051/77 cells|IGF051/77 cellline|IGF051/77 celllines|IGF051/77 cell|IGF051/77 cell-line|IGF051/77 cell-lines
species:ncbi:10090	86D cell-line|86D celllines|86D cells|86D cell|86D cellline|86D cell-lines
species:ncbi:9606	IGL003/00 cell-line|IGL003/00 cells|IGL003/00 cellline|IGL003/00 cell|IGL003/00 celllines|IGL003/00 cell-lines
species:ncbi:9606	IGF019/01 cell-line|IGF019/01 cellline|IGF019/01 celllines|IGF019/01 cell|IGF019/01 cells|IGF019/01 cell-lines
species:ncbi:10090	anti-SR celllines|anti-SR cellline|anti-SR cells|anti-SR cell|anti-SR cell-line|anti-SR cell-lines
species:ncbi:10090	BC3A cells|BC3A celllines|BC3A cell-line|BC3A cellline|BC3A cell-lines|BC3A cell
species:ncbi:10090	L243 cellline|L243 cell-line|L243 celllines|L243 cell-lines|L243 cells|L243 cell
species:ncbi:9606	MCF-12F cellline|MCF-12F cell-lines|MCF-12F cell-line|MCF-12F celllines|MCF-12F cell|MCF-12F cells
species:ncbi:10116	208F cells|208F cell|208F celllines|208F cell-lines|208F cellline|208F cell-line
species:ncbi:10090	PEG 1-6 cell|PEG 1-6 cell-lines|PEG 1-6 cells|PEG 1-6 cellline|PEG 1-6 cell-line|PEG 1-6 celllines
species:ncbi:9606	IGL002/99 cell|IGL002/99 celllines|IGL002/99 cell-lines|IGL002/99 cell-line|IGL002/99 cells|IGL002/99 cellline
species:ncbi:9606	IGF019/00 cell-lines|IGF019/00 cellline|IGF019/00 celllines|IGF019/00 cell-line|IGF019/00 cells|IGF019/00 cell
species:ncbi:9606	BC-3 cell-lines|BC-3 celllines|BC-3 cell|BC-3 cellline|BC-3 cell-line|BC-3 cells
species:ncbi:9606	MCF-7 celllines|MCF-7 cell|MCF-7 cells|MCF-7 cellline|MCF-7 cell-lines|MCF-7 cell-line
species:ncbi:10090	Anti-SC35 cell|Anti-SC35 cell-line|Anti-SC35 cell-lines|Anti-SC35 celllines|Anti-SC35 cells|Anti-SC35 cellline
species:ncbi:9606	IGF070/90 cells|IGF070/90 cell-line|IGF070/90 celllines|IGF070/90 cellline|IGF070/90 cell|IGF070/90 cell-lines
species:ncbi:10090	ME361S2a celllines|ME361S2a cell-lines|ME361S2a cell-line|ME361S2a cell|ME361S2a cellline|ME361S2a cells
species:ncbi:10090	L2I-6 cellline|L2I-6 cell-line|L2I-6 cells|L2I-6 celllines|L2I-6 cell-lines|L2I-6 cell
species:ncbi:9606	IGF051/82 cell-line|IGF051/82 cell-lines|IGF051/82 celllines|IGF051/82 cellline|IGF051/82 cells|IGF051/82 cell
species:ncbi:10090	ME195 cells|ME195 cell-line|ME195 cell-lines|ME195 celllines|ME195 cell|ME195 cellline
species:ncbi:9606	ME96 celllines|ME96 cells|ME96 cellline|ME96 cell|ME96 cell-line|ME96 cell-lines
species:ncbi:10116	B12 cellline|B12 cell|B12 cell-line|B12 celllines|B12 cell-lines|B12 cells
species:ncbi:9606	IGF070/91 cell-line|IGF070/91 cells|IGF070/91 cell-lines|IGF070/91 cellline|IGF070/91 celllines|IGF070/91 cell
species:ncbi:10116	L2-RYC cell-lines|L2-RYC cellline|L2-RYC cell-line|L2-RYC celllines|L2-RYC cell|L2-RYC cells
species:ncbi:10116	B92 cell-lines|B92 cell|B92 cell-line|B92 cellline|B92 celllines|B92 cells
species:ncbi:9606	IGF051/83 celllines|IGF051/83 cells|IGF051/83 cellline|IGF051/83 cell-lines|IGF051/83 cell|IGF051/83 cell-line
species:ncbi:9606	IGF070/92 cell|IGF070/92 cell-line|IGF070/92 cell-lines|IGF070/92 cells|IGF070/92 cellline|IGF070/92 celllines
species:ncbi:10090	B9 cell|B9 cell-line|B9 cellline|B9 cells|B9 cell-lines|B9 celllines
species:ncbi:9606	KU812 cellline|KU812 cell-line|KU812 cell-lines|KU812 cell|KU812 celllines|KU812 cells
species:ncbi:9606	IGF051/78 cell-lines|IGF051/78 cell-line|IGF051/78 cellline|IGF051/78 celllines|IGF051/78 cell|IGF051/78 cells
species:ncbi:9606	Me Mon cellline|Me Mon cell-lines|Me Mon celllines|Me Mon cell-line|Me Mon cells|Me Mon cell
species:ncbi:9606	CLM96M cell-lines|CLM96M cellline|CLM96M cells|CLM96M celllines|CLM96M cell-line|CLM96M cell
species:ncbi:9606	IGF070/93 cell-line|IGF070/93 celllines|IGF070/93 cell|IGF070/93 cell-lines|IGF070/93 cellline|IGF070/93 cells
species:ncbi:9606	B86M cell|B86M cells|B86M celllines|B86M cellline|B86M cell-line|B86M cell-lines
species:ncbi:9606	IGF051/80 cell-lines|IGF051/80 cellline|IGF051/80 cell-line|IGF051/80 cell|IGF051/80 cells|IGF051/80 celllines
species:ncbi:9606	143 B cell-line|143 B celllines|143 B cell|143 B cellline|143 B cell-lines|143 B cells
species:ncbi:9606	ME-180 cell-lines|ME-180 celllines|ME-180 cellline|ME-180 cells|ME-180 cell|ME-180 cell-line
species:ncbi:7962	CLC cell|CLC celllines|CLC cellline|CLC cells|CLC cell-lines|CLC cell-line
species:ncbi:9606	IMG-771 cellline|IMG-771 cells|IMG-771 cell-line|IMG-771 celllines|IMG-771 cell|IMG-771 cell-lines
species:ncbi:9606	IGF042/98 cells|IGF042/98 cell-lines|IGF042/98 celllines|IGF042/98 cell-line|IGF042/98 cellline|IGF042/98 cell
species:ncbi:9606	PVBC-OI340 cells|PVBC-OI340 cell|PVBC-OI340 cell-lines|PVBC-OI340 celllines|PVBC-OI340 cell-line|PVBC-OI340 cellline
species:ncbi:9606	PVBC-OI332 celllines|PVBC-OI332 cell-line|PVBC-OI332 cellline|PVBC-OI332 cells|PVBC-OI332 cell-lines|PVBC-OI332 cell
species:ncbi:10116	LLC-WRC 256 celllines|LLC-WRC 256 cellline|LLC-WRC 256 cells|LLC-WRC 256 cell-line|LLC-WRC 256 cell|LLC-WRC 256 cell-lines
species:ncbi:9606	IMG-769 cells|IMG-769 cellline|IMG-769 cell-lines|IMG-769 cell-line|IMG-769 cell|IMG-769 celllines
species:ncbi:9606	ME96P cells|ME96P cellline|ME96P celllines|ME96P cell-lines|ME96P cell|ME96P cell-line
species:ncbi:7998	G14D cell-line|G14D cells|G14D cellline|G14D cell-lines|G14D celllines|G14D cell
species:ncbi:10090	K129SV cells|K129SV cell|K129SV cell-line|K129SV cell-lines|K129SV celllines|K129SV cellline
species:ncbi:9606	IGF042/99 celllines|IGF042/99 cell|IGF042/99 cells|IGF042/99 cell-line|IGF042/99 cellline|IGF042/99 cell-lines
species:ncbi:9606	IGF031/88 cell-lines|IGF031/88 cell-line|IGF031/88 cellline|IGF031/88 celllines|IGF031/88 cells|IGF031/88 cell
species:ncbi:9823	LLC-PK subscript(1A) celllines|LLC-PK subscript(1A) cell-lines|LLC-PK subscript(1A) cell|LLC-PK subscript(1A) cell-line|LLC-PK subscript(1A) cellline|LLC-PK subscript(1A) cells
species:ncbi:71179	G1B cell-lines|G1B cell-line|G1B cellline|G1B celllines|G1B cells|G1B cell
species:ncbi:9606	IGF043/00 celllines|IGF043/00 cell-lines|IGF043/00 cells|IGF043/00 cellline|IGF043/00 cell|IGF043/00 cell-line
species:ncbi:10090	B11 cells|B11 cell-lines|B11 celllines|B11 cellline|B11 cell|B11 cell-line
species:ncbi:9986	LLC-RK subscript(1) celllines|LLC-RK subscript(1) cells|LLC-RK subscript(1) cell|LLC-RK subscript(1) cell-lines|LLC-RK subscript(1) cell-line|LLC-RK subscript(1) cellline
species:ncbi:9606	K1 cell-lines|K1 cells|K1 cell-line|K1 celllines|K1 cell|K1 cellline
species:ncbi:9606	IGF071/76 celllines|IGF071/76 cells|IGF071/76 cell-lines|IGF071/76 cellline|IGF071/76 cell-line|IGF071/76 cell
species:ncbi:10090	Anti-My-10 clone 28/8/8/ celllines|Anti-My-10 clone 28/8/8/ cell-line|Anti-My-10 clone 28/8/8/ cellline|Anti-My-10 clone 28/8/8/ cells|Anti-My-10 clone 28/8/8/ cell|Anti-My-10 clone 28/8/8/ cell-lines
species:ncbi:9606	NCI-BL1184 cell|NCI-BL1184 celllines|NCI-BL1184 cellline|NCI-BL1184 cell-lines|NCI-BL1184 cells|NCI-BL1184 cell-line
species:ncbi:9606	IGF031/91 cell-lines|IGF031/91 celllines|IGF031/91 cellline|IGF031/91 cell|IGF031/91 cell-line|IGF031/91 cells
species:ncbi:9913	PEK cell|PEK cellline|PEK cells|PEK cell-line|PEK cell-lines|PEK celllines
species:ncbi:9606	NCI-BL128 celllines|NCI-BL128 cellline|NCI-BL128 cell|NCI-BL128 cell-lines|NCI-BL128 cell-line|NCI-BL128 cells
species:ncbi:9606	IMG-1408 cell-lines|IMG-1408 cells|IMG-1408 cellline|IMG-1408 celllines|IMG-1408 cell-line|IMG-1408 cell
species:ncbi:10090	Antibody 2.06 celllines|Antibody 2.06 cellline|Antibody 2.06 cell|Antibody 2.06 cells|Antibody 2.06 cell-lines|Antibody 2.06 cell-line
species:ncbi:9606	IMG-775 cell|IMG-775 cellline|IMG-775 cells|IMG-775 celllines|IMG-775 cell-line|IMG-775 cell-lines
species:ncbi:9606	IGF031/92 cell-lines|IGF031/92 cell|IGF031/92 cells|IGF031/92 celllines|IGF031/92 cellline|IGF031/92 cell-line
species:ncbi:10090	88B cell-lines|88B celllines|88B cells|88B cell|88B cell-line|88B cellline
species:ncbi:9606	PVBC-OI350 cell-lines|PVBC-OI350 cell-line|PVBC-OI350 cellline|PVBC-OI350 cell|PVBC-OI350 celllines|PVBC-OI350 cells
species:ncbi:9606	NCI-BL1339 cell|NCI-BL1339 cellline|NCI-BL1339 cell-lines|NCI-BL1339 cells|NCI-BL1339 celllines|NCI-BL1339 cell-line
species:ncbi:9606	IMG-1407 cell-line|IMG-1407 cells|IMG-1407 cell-lines|IMG-1407 celllines|IMG-1407 cellline|IMG-1407 cell
species:ncbi:10116	K22 cellline|K22 cells|K22 celllines|K22 cell-lines|K22 cell|K22 cell-line
species:ncbi:9606	IMG-774 cellline|IMG-774 cell-line|IMG-774 celllines|IMG-774 cells|IMG-774 cell|IMG-774 cell-lines
species:ncbi:9606	IGF018/99 celllines|IGF018/99 cells|IGF018/99 cell-lines|IGF018/99 cell-line|IGF018/99 cell|IGF018/99 cellline
species:ncbi:9606	NCI-BL1395 cell-line|NCI-BL1395 cell|NCI-BL1395 cell-lines|NCI-BL1395 cells|NCI-BL1395 cellline|NCI-BL1395 celllines
species:ncbi:9606	PVBC-OI348 cells|PVBC-OI348 cell|PVBC-OI348 celllines|PVBC-OI348 cellline|PVBC-OI348 cell-line|PVBC-OI348 cell-lines
species:ncbi:9606	PF187 cell|PF187 cellline|PF187 cell-lines|PF187 cell-line|PF187 cells|PF187 celllines
species:ncbi:9606	IGF042/96 cell-line|IGF042/96 cellline|IGF042/96 cells|IGF042/96 cell-lines|IGF042/96 cell|IGF042/96 celllines
species:ncbi:9606	IGF031/89 cells|IGF031/89 celllines|IGF031/89 cell-lines|IGF031/89 cell-line|IGF031/89 cell|IGF031/89 cellline
species:ncbi:9606	MCF7 cellline|MCF7 cells|MCF7 celllines|MCF7 cell|MCF7 cell-lines|MCF7 cell-line
species:ncbi:9606	IMG-1410 cell|IMG-1410 cellline|IMG-1410 cells|IMG-1410 celllines|IMG-1410 cell-lines|IMG-1410 cell-line
species:ncbi:9606	IMG-773 cell-line|IMG-773 cell|IMG-773 celllines|IMG-773 cellline|IMG-773 cell-lines|IMG-773 cells
species:ncbi:9606	NCI-BL1437 cells|NCI-BL1437 cell|NCI-BL1437 cell-lines|NCI-BL1437 cellline|NCI-BL1437 cell-line|NCI-BL1437 celllines
species:ncbi:9606	PVBC-OI347 cells|PVBC-OI347 cell-lines|PVBC-OI347 cell-line|PVBC-OI347 cell|PVBC-OI347 cellline|PVBC-OI347 celllines
species:ncbi:9606	IGF018/98 cell-lines|IGF018/98 cellline|IGF018/98 cell-line|IGF018/98 cells|IGF018/98 celllines|IGF018/98 cell
species:ncbi:9606	IGF042/97 cell-line|IGF042/97 cell-lines|IGF042/97 cell|IGF042/97 celllines|IGF042/97 cells|IGF042/97 cellline
species:ncbi:9606	IGF031/90 celllines|IGF031/90 cell|IGF031/90 cellline|IGF031/90 cell-line|IGF031/90 cell-lines|IGF031/90 cells
species:ncbi:9606	MCF7-382 cellline|MCF7-382 cells|MCF7-382 cell|MCF7-382 celllines|MCF7-382 cell-lines|MCF7-382 cell-line
species:ncbi:9606	IMG-1409 cell-lines|IMG-1409 cellline|IMG-1409 cell|IMG-1409 celllines|IMG-1409 cell-line|IMG-1409 cells
species:ncbi:10090	B104-1-1 cells|B104-1-1 cell|B104-1-1 cell-lines|B104-1-1 cell-line|B104-1-1 celllines|B104-1-1 cellline
species:ncbi:9606	MCF7-432 cell-line|MCF7-432 cell|MCF7-432 cell-lines|MCF7-432 cells|MCF7-432 cellline|MCF7-432 celllines
species:ncbi:9606	IMG-1370 cell|IMG-1370 cell-lines|IMG-1370 cellline|IMG-1370 cells|IMG-1370 cell-line|IMG-1370 celllines
species:ncbi:9606	RAJI TK- cell-lines|RAJI TK- cell-line|RAJI TK- celllines|RAJI TK- cellline|RAJI TK- cells|RAJI TK- cell
species:ncbi:9606	PF-382 cells|PF-382 celllines|PF-382 cell-line|PF-382 cell|PF-382 cell-lines|PF-382 cellline
species:ncbi:9606	IGF018/96 cells|IGF018/96 cell-line|IGF018/96 cellline|IGF018/96 cell-lines|IGF018/96 cell|IGF018/96 celllines
species:ncbi:9606	IGF156/82 cell-line|IGF156/82 cell|IGF156/82 celllines|IGF156/82 cellline|IGF156/82 cell-lines|IGF156/82 cells
species:ncbi:9606	MCF7-422 cell|MCF7-422 cell-lines|MCF7-422 cell-line|MCF7-422 cellline|MCF7-422 celllines|MCF7-422 cells
species:ncbi:9606	IMG-1371 cellline|IMG-1371 celllines|IMG-1371 cell-lines|IMG-1371 cells|IMG-1371 cell-line|IMG-1371 cell
species:ncbi:9606	IGF018/97 celllines|IGF018/97 cellline|IGF018/97 cell-lines|IGF018/97 cell|IGF018/97 cells|IGF018/97 cell-line
species:ncbi:9606	PF90F cell|PF90F cell-lines|PF90F cellline|PF90F cells|PF90F celllines|PF90F cell-line
species:ncbi:9606	IGL002/01 cells|IGL002/01 cell|IGL002/01 cell-lines|IGL002/01 cell-line|IGL002/01 celllines|IGL002/01 cellline
species:ncbi:9606	IGF156/83 cell-lines|IGF156/83 cell-line|IGF156/83 celllines|IGF156/83 cell|IGF156/83 cells|IGF156/83 cellline
species:ncbi:9606	CL95 cell-lines|CL95 celllines|CL95 cells|CL95 cell-line|CL95 cellline|CL95 cell
species:ncbi:10090	anti-130-kDa Mesothelial-Ciliated Cells cell-line|anti-130-kDa Mesothelial-Ciliated Cells cell-lines|anti-130-kDa Mesothelial-Ciliated Cells celllines|anti-130-kDa Mesothelial-Ciliated Cells cellline|anti-130-kDa Mesothelial-Ciliated Cells cell|anti-130-kDa Mesothelial-Ciliated Cells cells
species:ncbi:9606	IGL002/00 cell|IGL002/00 cells|IGL002/00 cell-lines|IGL002/00 celllines|IGL002/00 cell-line|IGL002/00 cellline
species:ncbi:10090	ER4.7G.11 cell|ER4.7G.11 cell-lines|ER4.7G.11 cell-line|ER4.7G.11 cellline|ER4.7G.11 cells|ER4.7G.11 celllines
species:ncbi:9606	IMG-1373 cell-lines|IMG-1373 cells|IMG-1373 celllines|IMG-1373 cell|IMG-1373 cell-line|IMG-1373 cellline
species:ncbi:9606	IGF154/83 cell-line|IGF154/83 cell|IGF154/83 cell-lines|IGF154/83 cells|IGF154/83 cellline|IGF154/83 celllines
species:ncbi:9606	IGL002/91 cell-lines|IGL002/91 cell-line|IGL002/91 cellline|IGL002/91 celllines|IGL002/91 cells|IGL002/91 cell
species:ncbi:10090	KMP cellline|KMP cells|KMP cell-lines|KMP cell-line|KMP cell|KMP celllines
species:ncbi:9606	CL96f cell-lines|CL96f cell|CL96f cellline|CL96f cells|CL96f cell-line|CL96f celllines
species:ncbi:10116	Anr4 cells|Anr4 cell|Anr4 cell-lines|Anr4 cell-line|Anr4 celllines|Anr4 cellline
species:ncbi:10090	L227 cellline|L227 cells|L227 cell|L227 cell-lines|L227 cell-line|L227 celllines
species:ncbi:9606	IGF155/82 cells|IGF155/82 cell|IGF155/82 cell-lines|IGF155/82 celllines|IGF155/82 cellline|IGF155/82 cell-line
species:ncbi:9913	MBC(5) cell-line|MBC(5) cell|MBC(5) celllines|MBC(5) cell-lines|MBC(5) cells|MBC(5) cellline
species:ncbi:9606	IGF018/95 cell|IGF018/95 cell-line|IGF018/95 cellline|IGF018/95 celllines|IGF018/95 cell-lines|IGF018/95 cells
species:ncbi:9606	IGL002/92 cell-line|IGL002/92 cell-lines|IGL002/92 cellline|IGL002/92 cells|IGL002/92 celllines|IGL002/92 cell
species:ncbi:10090	3T3 MEFs WT cell-line|3T3 MEFs WT cell-lines|3T3 MEFs WT cells|3T3 MEFs WT cell|3T3 MEFs WT cellline|3T3 MEFs WT celllines
species:ncbi:9606	CL96IL2 cell|CL96IL2 cell-line|CL96IL2 cell-lines|CL96IL2 cellline|CL96IL2 celllines|CL96IL2 cells
species:ncbi:9606	MCF7-488X1 cell-lines|MCF7-488X1 cell-line|MCF7-488X1 cells|MCF7-488X1 cell|MCF7-488X1 celllines|MCF7-488X1 cellline
species:ncbi:10090	B/C3T3.We celllines|B/C3T3.We cell|B/C3T3.We cell-line|B/C3T3.We cellline|B/C3T3.We cells|B/C3T3.We cell-lines
species:ncbi:9606	IGF071/80 cell|IGF071/80 cellline|IGF071/80 cell-line|IGF071/80 cells|IGF071/80 cell-lines|IGF071/80 celllines
species:ncbi:9606	R-A95 cellline|R-A95 cell-line|R-A95 cell-lines|R-A95 cells|R-A95 cell|R-A95 celllines
species:ncbi:10090	L230 cellline|L230 cell|L230 cell-lines|L230 celllines|L230 cell-line|L230 cells
species:ncbi:9606	BA193 celllines|BA193 cell-line|BA193 cell-lines|BA193 cells|BA193 cell|BA193 cellline
species:ncbi:9606	IGF050/99 celllines|IGF050/99 cell-lines|IGF050/99 cell-line|IGF050/99 cell|IGF050/99 cellline|IGF050/99 cells
species:ncbi:10090	B/CMBA.Ov cell-line|B/CMBA.Ov cell|B/CMBA.Ov cellline|B/CMBA.Ov cells|B/CMBA.Ov celllines|B/CMBA.Ov cell-lines
species:ncbi:9606	IGF071/78 cell|IGF071/78 cell-lines|IGF071/78 cell-line|IGF071/78 celllines|IGF071/78 cellline|IGF071/78 cells
species:ncbi:9606	PVBC-OI531 cell-lines|PVBC-OI531 cells|PVBC-OI531 cell|PVBC-OI531 cell-line|PVBC-OI531 cellline|PVBC-OI531 celllines
species:ncbi:9606	IGF050/98 cell-lines|IGF050/98 cellline|IGF050/98 celllines|IGF050/98 cells|IGF050/98 cell|IGF050/98 cell-line
species:ncbi:10090	B/CWE cells|B/CWE cell-line|B/CWE celllines|B/CWE cell|B/CWE cell-lines|B/CWE cellline
species:ncbi:9606	IGF071/82 cell-lines|IGF071/82 cells|IGF071/82 cell-line|IGF071/82 cellline|IGF071/82 celllines|IGF071/82 cell
species:ncbi:9606	PVBC-OI535 cell-line|PVBC-OI535 cellline|PVBC-OI535 cell-lines|PVBC-OI535 cells|PVBC-OI535 cell|PVBC-OI535 celllines
species:ncbi:9606	IGF050/97 cell-line|IGF050/97 celllines|IGF050/97 cellline|IGF050/97 cell-lines|IGF050/97 cells|IGF050/97 cell
species:ncbi:9606	Ba Pot cell|Ba Pot cells|Ba Pot cell-lines|Ba Pot celllines|Ba Pot cellline|Ba Pot cell-line
species:ncbi:10116	B104 cell-line|B104 celllines|B104 cells|B104 cell|B104 cellline|B104 cell-lines
species:ncbi:9606	IGF071/81 cell-line|IGF071/81 cells|IGF071/81 cell|IGF071/81 celllines|IGF071/81 cell-lines|IGF071/81 cellline
species:ncbi:10090	BA/F3 cell-lines|BA/F3 cells|BA/F3 cell-line|BA/F3 cell|BA/F3 cellline|BA/F3 celllines
species:ncbi:9606	IGF050/93 cells|IGF050/93 cell|IGF050/93 celllines|IGF050/93 cell-line|IGF050/93 cellline|IGF050/93 cell-lines
species:ncbi:9606	PVBC-OI540 cellline|PVBC-OI540 cells|PVBC-OI540 celllines|PVBC-OI540 cell-lines|PVBC-OI540 cell-line|PVBC-OI540 cell
species:ncbi:9606	IMG-778 cell|IMG-778 cellline|IMG-778 cell-line|IMG-778 celllines|IMG-778 cell-lines|IMG-778 cells
species:ncbi:9606	IGF040/93 celllines|IGF040/93 cell|IGF040/93 cellline|IGF040/93 cell-line|IGF040/93 cells|IGF040/93 cell-lines
species:ncbi:9606	PVBC-OI55 cells|PVBC-OI55 celllines|PVBC-OI55 cell|PVBC-OI55 cell-line|PVBC-OI55 cellline|PVBC-OI55 cell-lines
species:ncbi:9606	IGF043/81 cell|IGF043/81 cell-lines|IGF043/81 celllines|IGF043/81 cell-line|IGF043/81 cellline|IGF043/81 cells
species:ncbi:9606	PVBC-OI370 cell|PVBC-OI370 celllines|PVBC-OI370 cell-line|PVBC-OI370 cellline|PVBC-OI370 cells|PVBC-OI370 cell-lines
species:ncbi:9606	IGF031/94 cell|IGF031/94 cell-lines|IGF031/94 cells|IGF031/94 celllines|IGF031/94 cellline|IGF031/94 cell-line
species:ncbi:9606	K562 cl.6 cell-lines|K562 cl.6 cellline|K562 cl.6 cell|K562 cl.6 cell-line|K562 cl.6 celllines|K562 cl.6 cells
species:ncbi:9606	IMG-780 cell-line|IMG-780 cell|IMG-780 cell-lines|IMG-780 cellline|IMG-780 cells|IMG-780 celllines
species:ncbi:9606	BA 93 cell-line|BA 93 cellline|BA 93 cells|BA 93 cell-lines|BA 93 celllines|BA 93 cell
species:ncbi:9606	PVBC-OI553 cellline|PVBC-OI553 cell-line|PVBC-OI553 cell|PVBC-OI553 cell-lines|PVBC-OI553 cells|PVBC-OI553 celllines
species:ncbi:9606	IGF040/92 celllines|IGF040/92 cellline|IGF040/92 cell-line|IGF040/92 cells|IGF040/92 cell|IGF040/92 cell-lines
species:ncbi:9606	IGF043/80 celllines|IGF043/80 cell|IGF043/80 cell-lines|IGF043/80 cell-line|IGF043/80 cells|IGF043/80 cellline
species:ncbi:9606	IGF031/93 cell|IGF031/93 celllines|IGF031/93 cell-lines|IGF031/93 cells|IGF031/93 cell-line|IGF031/93 cellline
species:ncbi:9606	PVBC-OI371 cellline|PVBC-OI371 cell-line|PVBC-OI371 cells|PVBC-OI371 celllines|PVBC-OI371 cell|PVBC-OI371 cell-lines
species:ncbi:9606	KMOE-2 cell|KMOE-2 cell-line|KMOE-2 cell-lines|KMOE-2 cells|KMOE-2 celllines|KMOE-2 cellline
species:ncbi:9685	NCE-F161 cell|NCE-F161 celllines|NCE-F161 cellline|NCE-F161 cell-line|NCE-F161 cell-lines|NCE-F161 cells
species:ncbi:9606	IGF040/91 cellline|IGF040/91 celllines|IGF040/91 cell|IGF040/91 cell-lines|IGF040/91 cell-line|IGF040/91 cells
species:ncbi:10090	K2B-12H celllines|K2B-12H cell|K2B-12H cellline|K2B-12H cells|K2B-12H cell-line|K2B-12H cell-lines
